,product,sentiment,hashtags,clean_tweet
5253,apple,neutral,['sxsw'],rt  apple pop up shop on lavaca and th sxsw yes the line wraps around the block  apple store sxsw  
5254,apple,positive,['sxsw'],rt  apple taking old ipads for teach for america user gets a tax write off when you buy a new ipad kinda cool  sxsw
5255,android app,positive,"['sxsw', 'smartthings']",rt  arduino  android  flaming skulls  refrigerator speaks  salon k   pm   sxsw smartthings
5256,android,neutral,"['sxsw', 'smartthings']",rt  arduino  android  flaming skulls  the refrigerator speaks  salon k   pm    sxsw smartthings
5259,apple ipad,positive,['sxsw'],rt  are you going to be at sxsw and wish you could purchase an ipad   not to worry    well played apple well played 
5260,apple ipad,neutral,"['apple', 'sxsw', 'sxswi', 'ipad2']",rt  are you going to check out the apple pop up shop during sxsw sxswi let us know   ipad 
5261,apple ipad,neutral,"['sxsw', 'mac', 'ipad']",rt  are you stupid at sxsw  find it out with your mac and our game  or via your ipad   
5262,apple ipad,neutral,"['newsapps', 'sxsw']",rt  aron pilhofer from ny times just endorsed html over ipad at newsapps sxsw and asked us not to tweet what he actually said 
5263,apple iphone,neutral,['sxsw'],rt  arriving in the us for sxsw will be looking for a microsim for data in my iphone  recommendations 
5264,google,positive,['sxsw'],rt  as the search from sxsw via twitter does not work check out google real time search at least you get some results sxsw
5265,apple app,positive,"['sxsw', 'austin']",rt  at sxsw  want to drink free get the ask around iphone app to find out where we are  join us for drinks in austin 
5266,apple ipad,positive,['sxsw'],rt  at sxsw and want to win an ipad get on the case with   and 
5267,apple ipad,neutral,"['sxsw', 'chaos']",rt  at sxsw and want to win an ipad get on the case with chaos  and  
5268,apple,neutral,['sxsw'],rt  at sxsw apple has   marketshare not seeing much linux 
5269,apple ipad,neutral,['sxsw'],rt  at sxsw conf and  out of every   people have a mac or ipad including me  what happened to the pc is it becoming obsolete 
5270,apple iphone,positive,['sxsw'],rt  at sxsw even the cabbies are tech savvy that his iphone streaming twitter   
5271,apple app,positive,['sxsw'],rt  at sxsw presentation  demonstrates how you can pause a video on new video player and pick up in same spot on ipad app
5272,apple app,positive,"['sxsw', 'tveverywhere']",rt  at sxsw presentation  demonstrates how you can pause a video on new video player and pick up in same spot on ipad app  tveverywhere
5273,apple ipad,neutral,"['sxsw', 'tveverywhere']",rt  at sxsw preso  demonstrates how u can pause a video on new video player  pick up in same spot on ipad app  tveverywhere
5274,google,neutral,"['sxsw', 'bolinsxsw']",rt  at sxsw social hackathon session with google bing webtrends and chzbrgr going to figure out how to do this in mpls st paul bolinsxsw
5275,apple iphone,neutral,"['sxsw', 'artallaround']",rt  at sxsw with an iphone use free ispyart app to send your photos of the artallaround to  
5276,apple iphone,positive,['sxsw'],rt  at sxsw your iphone charger is your best friend 
5277,apple,positive,['sxsw'],rt  at sxsw apple schools the marketing experts  via 
5278,apple,neutral,['sxsw'],rt  at sxsw apple schools the marketing experts  cnet  
5279,apple,positive,['sxsw'],rt  at sxsw  apple comes up with cool technology no one ever heard of because they do not go to conferences 
5281,apple ipad,neutral,"['sxsw', 'uxdes']",rt  at sxsw come hear me speak in  mins designing ipad interfaces  new navigation schemas in ballrm a    am uxdes 
5284,apple iphone,neutral,['sxsw'],rt  at sxsw get the soundcloud iphone app  and start recording use sq geotagging to be on the map  
5286,apple ipad,neutral,['sxsw'],rt  at sxsw we're giving away an ipad  to the creator of the most popular disc during interactive create a disc  share on twitter 
5289,apple ipad,positive,['sxsw'],rt  at sxsw  mindtouchers    are there giving ipad demos of mindtouch tcs tweet them to check it out 
5290,apple ipad,positive,"['tweethouse', 'ipad', 'sxsw', 'dotco']",rt  at tweethouse watching ipad dj  rock out at sxsw check out  dotco
5291,google,positive,"['agileagency', 'sxsw']",rt  at google  people do the work of  people rather than  people doing the work of   agileagency sxsw
5292,apple,neutral,['sxsw'],rt  at sxsw apple schools the marketing experts   sxsw
5293,apple,positive,"['sxsw', 'apple', 'marketing']",rt  at sxsw apple schools the marketing experts  via  sxsw apple marketing
5294,apple,neutral,['sxsw'],rt  at the airport playing my fav game  are you going to sxsw  wearing denim on denim you're going  charging  apple products you too 
5295,apple ipad,neutral,['sxsw'],rt  at the panel  your mom has an ipad designing for boomers  sxsw
5296,apple app,neutral,"['sxsw', 'lp']",rt  attending sxsw austin guide by  is now free to download on itunes   lp
5297,apple ipad,neutral,['sxsw'],rt  attending designing ipad interfaces  new navigation schemas with akqa lynn teo ballroom a and yes we are hiring  sxsw
5298,google,neutral,"['myprototype', 'sxsw']",rt  audience q what prototyping tools do you use sketchbooks sharpie pens photoshop balsamic google docs axsure etc  myprototype sxsw
5299,apple ipad,neutral,"['sxsw', 'sxswsa', 'apple', 'ipad2', 'austin', 'texas']",rt  audioboo the front of the apple ipad  queue  sxsw sxswsa apple ipad  austin texas
5300,apple iphone,neutral,['sxsw'],rt  austin my pal  lost her phone please help rt  i left my white iphone g in a cab in austin at sxsw internet please help 
5301,google,neutral,"['sxsw', 'digibiz']",rt  australian business  not for profits may be interested in these seo insights from google  bing at sxsw  digibiz
5302,apple iphone,neutral,"['iphone', 'android', 'blackberry', 'windowsmobile', 'sxsw']",rt  available today  mobile apps for iphone android blackberry and windowsmobile w facebook more info   sxsw
5303,apple ipad,positive,['sxsw'],rt  awesome hands on review of the ipad  coming tomorrow on   guest post by   he at sxsw
5304,apple app,positive,"['sxsw', 'sxsw']",rt  awesome new version of  for iphone  new web site coming after sxsw want a demo meet with  at sxsw 
5305,apple app,positive,"['sxsw', 'sxsw']",rt  awesome new version of  for iphone and new web site coming after sxsw want a demo meet with  at sxsw 
5306,apple iphone,positive,"['sxsw', 'sxsw']",rt  awesome new version of  for iphone and new web site coming after sxsw want a demo meet with  at sxsw pls rt
5308,apple app,positive,"['sxsw', 'apple', 'ipad2']",rt  awesome first day of sxsw and apple just approved our new app  go and download it now and check our blog for big stereo  ipad 
5309,google other,positive,"['sxsw', 'sxswi']",rt  backupify announces cloudsight search the first searchable archive solution for social media and google apps sxsw sxswi 
5310,apple ipad,neutral,['sxsw'],rt  bad news update the pop up apple store is out of ipads not sure if they will have more by tomorrow  sxsw
5311,google other,positive,['sxsw'],rt  badgeless event free drinks    heading to free google sponsored happy hour for semantic web austin  fogo de ch o sxsw 
5312,apple ipad,neutral,"['sxsw', 'contest']",rt  badger  on angel news sxsw   nice one also we're giving away a free ipad    contest
5313,apple app,neutral,"['itunes', 'sxsw']",rt  barton hollow is a free song download  featured album on     featured mix   itunes sxsw
5314,google,neutral,"['austin', 'google', 'sxswi', 'sxsw']",rt  beautiful day in austin come by and grab a slice or two if you check in on google you can get a deal  sxswi sxsw
5315,apple,positive,"['apple', 'sxsw']",rt  before it even begins  apple wins sxsw  by 
5316,apple,positive,['sxsw'],rt  before it even begins apple wins sxsw 
5317,apple,positive,['sxsw'],rt  before it even begins apple wins sxsw  by  for 
5318,apple,positive,['sxsw'],rt  before it even begins apple wins sxsw  on 
5319,apple,positive,['sxsw'],rt  before it even begins apple wins  sxsw    gonna get sum via 
5320,apple ipad,neutral,['sxsw'],rt  behaviour diff lots of phone calls while using ipad laptop notsomuch with the mobiles internets  sxsw
5321,apple iphone,neutral,"['sxsw', 'protip']",rt  behind on  s of emails give them all  line iphone composed replies  sxsw protip
5322,google,neutral,"['sxsw', 'google', 'circles']",rt  ben benieuwd rt  we interrupt your regularly scheduled sxsw geek programming with big news   google circles
5323,apple ipad,positive,['sxsw'],rt  best brand marketing at sxsw ge  solar powered carousel  rock 'n roll trailer park apple ipad pop up shop
5324,apple ipad,positive,"['tapworthy', 'sxsw']",rt  best ipad design big chunky elements generous space clarity trumps density tap quality trumps tap quantity  tapworthy sxsw
5325,apple iphone,neutral,['sxsw'],rt  best pickup line at sxsw do you have an iphone charger 
5326,apple iphone,positive,['sxsw'],rt  best swag ever thanks  my charging iphone thanks you too  sxsw 
5328,apple ipad,neutral,"['sxsw', 'japan']",rt  best thing heard at sxsw i gave my ipad  money to japan relief i do not need an ipad     
5329,apple ipad,neutral,"['sxsw', 'japan']",rt  best thing i have heard at sxsw i gave my ipad  money to japan relief i do not need an ipad     
5330,apple ipad,neutral,"['sxsw', 'ipad', 'japan']",rt  best thing i have heard this weekend at sxsw i gave my ipad  money to japan relief i do not need an ipad  
5331,apple ipad,neutral,"['sxsw', 'japan']",rt  best thing i have heard this weekend at sxsw i gave my ipad  money to japan relief i don'   cont  
5332,apple ipad,unknown,"['sxsw', 'japan']",rt  best thing i have heard this weekend at sxsw i gave my ipad  money to japan relief i do not ne   
5333,apple ipad,neutral,"['sxsw', 'japan']",rt  best thing i have heard this weekend at sxsw i gave my ipad  money to japan relief i do not need an ipad  
5334,apple ipad,negative,"['sxsw', 'japan']",rt  best thing i have heard this weekend at sxsw i gave my ipad  money to japan relief i do not need an ipad    
5335,apple ipad,negative,"['sxsw', 'japan']",rt  best thing i have heard this weekend at sxsw i gave my ipad  money to japan relief i do not need an ipad     
5336,apple ipad,negative,"['sxsw', 'japan']",rt  best thing i have heard this weekend at sxsw i gave my ipad  money to japan relief i do not need an ipad   
5337,apple ipad,negative,"['sxsw', 'japan']",rt  best thing i have heard this weekend at sxsw i gave my ipad  money to japan relief i do not need an ipad   amen 
5338,apple ipad,negative,"['sxsw', 'japan']",rt  best thing i have heard this wknd  sxsw i gave my ipad  money  japan relief i do not need ipad    
5339,apple ipad,neutral,"['sxsw', 'japan']",rt  best thing i have heard this wknd at sxsw gave my ipad   to japan relief i do not need an ipad     
5340,apple ipad,neutral,"['sxsw', 'japan']",rt  best thing i have heard this wknd at sxsw i gave my ipad  money to japan relief i do not need an ipad  
5341,apple,positive,['sxsw'],rt  better get in line now rt  apple is opening up a temp store in downtown austin for sxsw  ipad  launch 
5342,google,neutral,['sxsw'],rt  big night come party down with  and google tonight at sxsw  bands food art interactive maps cc  
5343,apple ipad,neutral,"['uxdes', 'sxsw']",rt  biggest takeaway from uxdes thus far  bring physical world into your ipad design  recreate already learned experiences  sxsw
5344,google,positive,['sxsw'],rt  biomimicry as the basis of design and problem solving google studying flocking and swarming behavior to understand collab brilliant  sxsw
5345,apple ipad,neutral,"['sxsw', 'ipad2']",rt  black or white ipad  sxsw ipad 
5346,google,positive,['sxsw'],rt  blogger is about due for an update  google takes action and will showcase the new design at sxsw 
5347,apple iphone,neutral,['sxsw'],rt  boooo rt  flipboard is developing an iphone version not android says  sxsw
5348,apple ipad,neutral,"['sxsw', 'thisiscrazyfun']",rt  booth   there is still time for the power challenge ride the bike get a bottle enter to win an ipad  sxsw thisiscrazyfun
5349,apple ipad,positive,"['geekout', 'sxsw']",ipad  on both sides of me i just want to hold them please pretty please  geekout sxsw
5350,google,positive,['sxsw'],rt  bounced over to catch google marissa mayer speak always admired her  intelligent classy successful  sxsw
5351,apple,positive,['sxsw'],rt  brilliant move by apple before it even begins apple wins sxsw 
5352,google other,negative,"['uosxsw', 'sxsw']",rt  brought up how google maps had rerouted all images of jcpenney to images of macys or trashy restraunts they had no comment uosxsw sxsw
5353,apple,neutral,['sxsw'],rt  brown paper is coming down on the windows of the sxsw popup apple store  
5354,android,neutral,"['sxsw', 'sxswi']",rt  building a custom android home screen for sxsw sxswi stuff any other must haves  
5355,apple ipad,positive,"['apple', 'ipad2', 'sxsw']",rt  buying ipad  turn in ur ipad  apple store wipes it clean donates to schools mrs jobs idea  apple ipad  sxsw
5356,apple,neutral,['sxsw'],rt  by looking around at sxswi you would think apple was the only tech company in existence  sxsw
